LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
CAL-132726,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Thomas Devlin,NULL,Warren Tavern,TyCor Corporation,Thomas Devlin,131,0,0,2:00 AM,3,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,131,2,,  Pleasant ST,Charlestown,MA,2129,"(42.374190000, -71.063110000)"
CAL-132727,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,William Brodsky,NULL,City Landing,City Landing LLC,William Brodsky,188,360,188,2:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,188,255,,  State ST,Boston,MA,2109,"(42.359417000, -71.051129000)"
CAL-132727,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,William Brodsky,NULL,City Landing,City Landing LLC,William Brodsky,188,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,188,255,,  State ST,Boston,MA,2109,"(42.359417000, -71.051129000)"
CAL-132728,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Huan D Le,NULL,Pho Hoa Restaurant II,"Pho Hoa Restaurant II, Inc.",Huan D Le,50,0,50,12:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,50,17,23,  Beach ST,Boston,MA,2111,"(42.351316000, -71.062002000)"
CAL-132728,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Huan D Le,NULL,Pho Hoa Restaurant II,"Pho Hoa Restaurant II, Inc.",Huan D Le,50,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,50,17,23,  Beach ST,Boston,MA,2111,"(42.351316000, -71.062002000)"
CAL-132729,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Fischer,NULL,Navy Yard Bistro,Navy Yard Bistro,Douglas Fischer,56,0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,56,1,, First Av,Charlestown,MA,2129,"(42.372593000, -71.057652000)"
CAL-132729,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Fischer,NULL,Navy Yard Bistro,Navy Yard Bistro,Douglas Fischer,56,0,56,1:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,56,1,, First Av,Charlestown,MA,2129,"(42.372593000, -71.057652000)"
CAL-132730,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PETER LEE,LEE,Irish Village,"Irish Village, Inc.",PETER LEE,120,400,120,1:00 AM,3,Allston/Brighton,D-14,InstVocal,Instrumental/Vocal,120,224,232,  Market ST,Brighton,MA,2135,"(42.354910000, -71.149660000)"
CAL-132730,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PETER LEE,LEE,Irish Village,"Irish Village, Inc.",PETER LEE,120,720,0,1:00 AM,4,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,120,224,232,  Market ST,Brighton,MA,2135,"(42.354910000, -71.149660000)"
CAL-132730,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PETER LEE,LEE,Irish Village,"Irish Village, Inc.",PETER LEE,120,0,0,1:00 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,120,224,232,  Market ST,Brighton,MA,2135,"(42.354910000, -71.149660000)"
CAL-132730,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PETER LEE,LEE,Irish Village,"Irish Village, Inc.",PETER LEE,120,0,0,1:00 AM,1,Allston/Brighton,D-14,Radio,Radio,120,224,232,  Market ST,Brighton,MA,2135,"(42.354910000, -71.149660000)"
CAL-132730,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PETER LEE,LEE,Irish Village,"Irish Village, Inc.",PETER LEE,120,0,0,1:00 AM,1,Allston/Brighton,D-14,Jukebox,Jukebox,120,224,232,  Market ST,Brighton,MA,2135,"(42.354910000, -71.149660000)"
CAL-132730,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PETER LEE,LEE,Irish Village,"Irish Village, Inc.",PETER LEE,120,0,0,1:00 AM,3,Allston/Brighton,D-14,TV,"Television (under 27"")",120,224,232,  Market ST,Brighton,MA,2135,"(42.354910000, -71.149660000)"
